Latitud,Longitud,Calle,Colonia,Municipio,Estado,CP
227.716.468,-1.025.535.178,Calle del Durazno,No especificada,Zacatecas,Zacatecas,98068
227.700.312,-1.025.525.361,Escuela de psicologia,No especificada,Zacatecas,Zacatecas,98098
227.710.194,-1.025.627.657,Calle del Tepozán,No especificada,Zacatecas,Zacatecas,98000
227.695.551,-1.025.631.474,Calle Paseo La Bufa,No especificada,Zacatecas,Zacatecas,98000
227.678.348,-1.025.530.624,Circuito Feria,No especificada,Zacatecas,Zacatecas,98098
227.650.864,-1.025.528.247,Calle Río Balsas,No especificada,Zacatecas,Zacatecas,98098
227.694.942,-1.025.565.305,Avenida Villa Antigua,No especificada,Zacatecas,Zacatecas,98098
227.638.324,-1.025.510.962,Avenida Universidad,No especificada,Zacatecas,Zacatecas,98068
227.654.543,-1.025.531.387,Circuito Feria,No especificada,Zacatecas,Zacatecas,98068
227.704.005,-1.025.487.666,Calzada de los Deportes,No especificada,Zacatecas,Zacatecas,98068
227.685.501,-1.025.572.811,Calle del Cerezo,No especificada,Zacatecas,Zacatecas,98068
227.704.562,-1.025.570.025,Avenida Villa Antigua,No especificada,Zacatecas,Zacatecas,98098
227.715.911,-1.025.639.164,Calle Ingeniero Alfredo Ramírez,No especificada,Zacatecas,Zacatecas,98000
227.690.614,-1.025.659.828,Calle Paseo La Bufa,No especificada,Zacatecas,Zacatecas,98000
227.725.633,-1.025.562.541,Calle Solidaridad,No especificada,Zacatecas,Zacatecas,98068
227.652.493,-1.025.655.822,Calle del Ete,No especificada,Zacatecas,Zacatecas,98000
227.641.076,-1.025.701.181,Calle de la Rosita,No especificada,Zacatecas,Zacatecas,98090
22.765.121,-1.025.669.123,Calle del Depósito,No especificada,Zacatecas,Zacatecas,98000
227.667.007,-1.025.655.639,Boulevard López Mateos,No especificada,Zacatecas,Zacatecas,98000
227.603.023,-1.025.655.883,Calle del Trabajo,No especificada,Zacatecas,Zacatecas,98090
227.631.622,-1.025.688.648,Calle Francisco Berumen,No especificada,Zacatecas,Zacatecas,98090
227.632.365,-1.025.784.177,Calle Guatemala,No especificada,Zacatecas,Zacatecas,98090
227.639.204,-1.025.638.392,Calle Tiro San Bartolo,No especificada,Zacatecas,Zacatecas,98068
227.651.664,-1.025.636.531,Calle del Ete,No especificada,Zacatecas,Zacatecas,98000
227.642.607,-1.025.623.955,Calle Socavón Buena Suerte,No especificada,Zacatecas,Zacatecas,98068
227.669.788,-1.025.666.523,Avenida Ferrocarril,No especificada,Zacatecas,Zacatecas,98000
227.652.881,-102.562.081,Boulevard José López Portillo,No especificada,Zacatecas,Zacatecas,98098
227.648.384,-1.025.728.966,Calle Leobardo C. Ruiz,No especificada,Zacatecas,Zacatecas,98090
227.630.602,-1.025.651.851,Calle Zacatecas,No especificada,Zacatecas,Zacatecas,98090
227.679.467,-102.571.312,Calle San Rafael,No especificada,Zacatecas,Zacatecas,98000
227.610.236,-1.025.702.544,Calle Alfonso Medina,No especificada,Zacatecas,Zacatecas,98090
227.639.343,-1.025.606.064,Tiro San Antonio,No especificada,Zacatecas,Zacatecas,98068
227.626.616,-1.025.786.396,Calle Nueva Celaya,No especificada,Zacatecas,Zacatecas,98053
227.646.652,-1.025.777.968,Calle La Estación,No especificada,Zacatecas,Zacatecas,98090
227.640.098,-1.025.682.933,Calle Crucero Zacatecas,No especificada,Zacatecas,Zacatecas,98090
227.653.523,-1.025.619.176,Boulevard José López Portillo,No especificada,Zacatecas,Zacatecas,98098
227.619.595,-1.025.753.367,Calle Electrificación,No especificada,Zacatecas,Zacatecas,98090
227.643.016,-1.025.740.223,Calle Francisco Murguía,No especificada,Zacatecas,Zacatecas,98090
227.649.602,-1.025.709.893,Avenida Ferrocarril,No especificada,Zacatecas,Zacatecas,98090
227.645.013,-1.025.758.861,Calle Jesús Flores Magón,No especificada,Zacatecas,Zacatecas,98090
227.665.412,-1.025.696.511,Calle Leobardo C. Ruiz,No especificada,Zacatecas,Zacatecas,98000
227.619.023,-1.025.758.765,Calle Electrificación,No especificada,Zacatecas,Zacatecas,98090
22.762.963,-1.025.745.901,Calle Reforma,No especificada,Zacatecas,Zacatecas,98090
227.618.549,-1.025.757.594,Calle Crucero Lauro G. Caloca,No especificada,Zacatecas,Zacatecas,98090
227.627.035,-102.577.502,Calle no registrada,No especificada,Zacatecas,Zacatecas,98090
227.617.393,-1.025.740.737,Calle de la Escuela,No especificada,Zacatecas,Zacatecas,98090
227.633.003,-10.256.336,Calle Tiro Mala Noche,No especificada,Zacatecas,Zacatecas,98068
227.655.684,-1.025.661.381,Calle del Ete,No especificada,Zacatecas,Zacatecas,98000
227.636.984,-1.025.616.969,Tiro San Antonio,No especificada,Zacatecas,Zacatecas,98068
22.764.333,-1.025.620.678,Calle Socavón Buena Suerte,No especificada,Zacatecas,Zacatecas,98068
227.621.972,-1.025.682.086,Calle Salvador Vidal,No especificada,Zacatecas,Zacatecas,98090
227.657.136,-1.025.656.551,Calle Bernardino,No especificada,Zacatecas,Zacatecas,98000
22.764.702,-102.569.951,Callejón San Bartolo,No especificada,Zacatecas,Zacatecas,98090
227.637.903,-1.025.635.489,Calle Tiro San Bartolo,No especificada,Zacatecas,Zacatecas,98068
227.671.635,-1.025.685.664,Privada del Ete,No especificada,Zacatecas,Zacatecas,98000
227.628.969,-1.025.637.411,Calle Centenario,No especificada,Zacatecas,Zacatecas,98090
227.664.523,-1.025.655.749,Boulevard Adolfo López Mateos,No especificada,Zacatecas,Zacatecas,98000
22.761.336,-1.025.759.336,Calle Electricistas,No especificada,Zacatecas,Zacatecas,98090
227.627.881,-1.025.650.171,Calle Niños Héroes,No especificada,Zacatecas,Zacatecas,98090
227.593.721,-1.025.654.853,Avenida Obrero Mundial,No especificada,Zacatecas,Zacatecas,98090
227.613.845,-1.025.615.318,Paseo García Salinas,No especificada,Zacatecas,Zacatecas,98068
227.679.094,-1.025.689.548,Calzada de La Paz,No especificada,Zacatecas,Zacatecas,98000
227.645.815,-1.025.666.847,Calle Santa Clara,No especificada,Zacatecas,Zacatecas,98000
227.649.366,-1.025.750.959,Callejón Plan de San Luis,No especificada,Zacatecas,Zacatecas,98090
227.660.211,-1.025.711.922,Avenida Ferrocarril,No especificada,Zacatecas,Zacatecas,98050
227.715.769,-1.025.774.608,Calle Primera Loma de San Marcos,No especificada,Zacatecas,Zacatecas,98050
227.755.021,-1.025.805.681,Calle Cerro del Grillo,No especificada,Zacatecas,Zacatecas,98050
227.710.044,-1.025.762.208,Calle Plazuela de Muro,No especificada,Zacatecas,Zacatecas,98050
227.700.562,-1.025.765.491,Calle General Enrique Estrada,No especificada,Zacatecas,Zacatecas,98050
227.679.762,-1.025.810.179,Calle Juan José Ríos,No especificada,Zacatecas,Zacatecas,98050
227.686.321,-102.580.742,Calle 20 de Noviembre,No especificada,Zacatecas,Zacatecas,98050
227.757.717,-1.025.826.898,Calle Paseo Gustavo Díaz Ordaz,No especificada,Zacatecas,Zacatecas,98050
227.706.112,-1.025.779.611,Calle de Fátima,No especificada,Zacatecas,Zacatecas,98050
22.773.213,-1.025.808.125,Calle Primera de la Constitución de 1917,No especificada,Zacatecas,Zacatecas,98050
227.674.612,-102.578.674,Calle Trinidad García de la Cadena,No especificada,Zacatecas,Zacatecas,98050
227.736.655,-1.025.847.629,Calle no registrada,No especificada,Zacatecas,Zacatecas,98050
227.713.313,-1.025.752.442,Calle San Antonio,No especificada,Zacatecas,Zacatecas,98050
227.761.157,-1.025.817.464,Calle Cerro del Grillo,No especificada,Zacatecas,Zacatecas,98050
227.692.793,-102.576.513,Avenida González Ortega,No especificada,Zacatecas,Zacatecas,98050
22.770.401,-1.025.767.923,Calle Manuel M. Ponce,No especificada,Zacatecas,Zacatecas,98050
22.771.292,-1.025.835.875,Calle Samuel Castañón,No especificada,Zacatecas,Zacatecas,98050
227.705.403,-1.025.758.627,Calle del Robote,No especificada,Zacatecas,Zacatecas,98050
227.773.776,-102.581.666,Calle Cerro del Grillo,No especificada,Zacatecas,Zacatecas,98050
227.676.954,-1.025.787.949,Calle Trinidad García de la Cadena,No especificada,Zacatecas,Zacatecas,98050
227.764.361,-1.025.822.979,Calle Paseo Gustavo Díaz Ordaz,No especificada,Zacatecas,Zacatecas,98050
227.694.914,-1.025.810.346,Privada Miguel Auza,No especificada,Zacatecas,Zacatecas,98050
227.716.826,-1.025.770.272,Calle Primera Loma de San Marcos,No especificada,Zacatecas,Zacatecas,98050
227.732.161,-1.025.804.882,Calle Primera de la Constitución de 1917,No especificada,Zacatecas,Zacatecas,98050
227.731.954,-1.025.789.304,Calle Melchor Ocampo,No especificada,Zacatecas,Zacatecas,98050
227.692.924,-1.025.771.356,Calle General Enrique Estrada,No especificada,Zacatecas,Zacatecas,98050
227.678.289,-102.577.116,Avenida González Ortega,No especificada,Zacatecas,Zacatecas,98050
227.734.892,-102.579.415,Calle Chepinque,No especificada,Zacatecas,Zacatecas,98050
227.710.279,-1.025.753.052,Avenida González Ortega,No especificada,Zacatecas,Zacatecas,98050
227.727.278,-1.025.806.951,Avenida de Los Constituyentes,No especificada,Zacatecas,Zacatecas,98050
227.740.781,-1.025.812.799,Callejón López de Nava,No especificada,Zacatecas,Zacatecas,98050
227.726.481,-1.025.804.216,Avenida de Los Constituyentes,No especificada,Zacatecas,Zacatecas,98050
227.756.508,-1.025.809.684,Calle Cerro del Grillo,No especificada,Zacatecas,Zacatecas,98050
227.699.148,-1.025.790.584,Calle Juan de Tolosa,No especificada,Zacatecas,Zacatecas,98050
22.772.676,-1.025.806.686,Avenida de Los Constituyentes,No especificada,Zacatecas,Zacatecas,98050
227.704.496,-1.025.802.226,Calle Romero de Terreros,No especificada,Zacatecas,Zacatecas,98050
227.726.451,-102.579.036,Calle Escuela Normal,No especificada,Zacatecas,Zacatecas,98050
227.735.271,-1.025.812.086,Avenida de Los Constituyentes,No especificada,Zacatecas,Zacatecas,98050
227.710.592,-1.025.834.452,Calle Samuel Castañón,No especificada,Zacatecas,Zacatecas,98050
227.696.034,-1.025.817.686,Privada Miguel Auza,No especificada,Zacatecas,Zacatecas,98050
227.713.419,-1.025.824.735,Privada Ignacio Ramírez,No especificada,Zacatecas,Zacatecas,98050
227.748.417,-1.025.825.576,Calle Terraplén,No especificada,Zacatecas,Zacatecas,98050
22.772.468,-1.025.778.257,Calle Elías Amador,No especificada,Zacatecas,Zacatecas,98050
227.690.386,-1.025.817.984,Calzada Héroes de Chapultepec,No especificada,Zacatecas,Zacatecas,98050
227.666.979,-1.025.804.521,Calle Regeneración,No especificada,Zacatecas,Zacatecas,98050
227.746.305,-102.580.412,Avenida de La Constitución,No especificada,Zacatecas,Zacatecas,98050
227.720.253,-102.580.404,Calle Francisco Villa,No especificada,Zacatecas,Zacatecas,98050
227.679.952,-1.025.786.991,Calle Juan José Ríos,No especificada,Zacatecas,Zacatecas,98050
227.738.037,-1.025.813.847,Calle Adolfo Villaseñor,No especificada,Zacatecas,Zacatecas,98050
227.747.772,-1.025.804.066,Avenida de La Constitución,No especificada,Zacatecas,Zacatecas,98050
227.716.383,-1.025.839.092,Calle no registrada,No especificada,Zacatecas,Zacatecas,98053
227.747.537,-1.025.793.154,Calle Chepinque,No especificada,Zacatecas,Zacatecas,98050
22.774.796,-1.025.751.218,Calle del Ideal,No especificada,Zacatecas,Zacatecas,98000
227.882.496,-1.025.649.895,Calle Miguel Chávez,No especificada,Zacatecas,Zacatecas,98024
227.746.339,-1.025.780.598,Calle Alameda Trinidad García de la Cadena,No especificada,Zacatecas,Zacatecas,98050
22.777.265,-1.025.794.452,Calle Antonio Dovalí Jaime,No especificada,Zacatecas,Zacatecas,98050
227.841.606,-102.569.805,Calle Cuauhtémoc,No especificada,Zacatecas,Zacatecas,98024
227.804.027,-1.025.707.087,Calle Segunda De Matamoros,No especificada,Zacatecas,Zacatecas,98024
227.746.272,-102.576.806,Calle la Loma,No especificada,Zacatecas,Zacatecas,98000
227.763.724,-1.025.755.247,Callejón de López,No especificada,Zacatecas,Zacatecas,98000
227.880.398,-1.025.723.437,Calle del Manís,No especificada,Zacatecas,Zacatecas,98024
227.765.253,-1.025.783.466,Calle del Auxilio,No especificada,Zacatecas,Zacatecas,98000
227.840.267,-1.025.677.869,Calle Roberto Cabral del Hoyo Norberto Aguirre,No especificada,Zacatecas,Zacatecas,98024
227.884.571,-1.025.718.847,Calle Leandro Rovirosa,No especificada,Zacatecas,Zacatecas,98024
227.830.318,-1.025.652.985,Calle La Bufa,No especificada,Zacatecas,Zacatecas,98024
227.888.345,-1.025.718.003,Calle Leandro Rovirosa,No especificada,Zacatecas,Zacatecas,98024
227.795.545,-1.025.718.726,Calle Alcaicería de Gómez,No especificada,Zacatecas,Zacatecas,98024
227.756.356,-1.025.752.609,Calle Félix U. Gómez,No especificada,Zacatecas,Zacatecas,98000
22.782.611,-1.025.698.387,Del Vergel Nuevo,No especificada,Zacatecas,Zacatecas,98024
227.855.956,-1.025.732.825,Calle Concepción del Oro,No especificada,Zacatecas,Zacatecas,98024
22.787.371,-1.025.716.416,Calle Fresnillo Buenavista de Trujillo,No especificada,Zacatecas,Zacatecas,98024
227.834.175,-1.025.725.741,Callejón de la Pelota,No especificada,Zacatecas,Zacatecas,98024
227.778.852,-1.025.728.732,Calle Segunda de los Bolos,No especificada,Zacatecas,Zacatecas,98000
227.749.415,-1.025.793.294,Calle Crucero de la Loma,No especificada,Zacatecas,Zacatecas,98000
227.887.203,-1.025.721.827,Calle Víctor Bravo Ahuja,No especificada,Zacatecas,Zacatecas,98024
227.785.446,-1.025.748.332,access to teleferico,No especificada,Zacatecas,Zacatecas,98000
227.744.508,-1.025.767.285,Calle la Loma,No especificada,Zacatecas,Zacatecas,98000
227.820.638,-1.025.724.579,Calle Hinojosa,No especificada,Zacatecas,Zacatecas,98024
227.846.436,-1.025.718.808,Privada de Alán,No especificada,Zacatecas,Zacatecas,98024
227.742.445,-1.025.764.662,Calle del Cobre,No especificada,Zacatecas,Zacatecas,98000
227.834.753,-1.025.667.526,Privada Puente de Zamora,No especificada,Zacatecas,Zacatecas,98024
227.829.168,-1.025.689.314,Calle Segunda del Vergel Nuevo,No especificada,Zacatecas,Zacatecas,98024
227.888.916,-1.025.711.806,Callejón Jorge Jiménez Cantú,No especificada,Zacatecas,Zacatecas,98024
227.888.279,-1.025.707.486,Calle Hermenegildo Cuenca Díaz,No especificada,Zacatecas,Zacatecas,98024
22.788.119,-1.025.653.733,Calle Segunda De Matamoros,No especificada,Zacatecas,Zacatecas,98024
227.859.666,-1.025.670.775,Calle Juan Gil Preciado,No especificada,Zacatecas,Zacatecas,98024
227.825.684,-1.025.698.637,Garcia Salinas,No especificada,Zacatecas,Zacatecas,98024
227.808.051,-1.025.716.503,Calle Pípila,No especificada,Zacatecas,Zacatecas,98024
227.834.111,-1.025.732.925,Calle Salvador Vidal,No especificada,Zacatecas,Zacatecas,98024
227.856.457,-1.025.651.525,Calle Arroyo de los Ahogados,No especificada,Zacatecas,Zacatecas,98024
227.771.115,-1.025.786.692,Calle Eduardo G. Pankhurst,No especificada,Zacatecas,Zacatecas,98000
227.846.484,-1.025.672.012,Calle de la Cruz,No especificada,Zacatecas,Zacatecas,98024
227.852.182,-1.025.655.826,Calle Segunda De Matamoros,No especificada,Zacatecas,Zacatecas,98024
22.778.385,-102.573.967,access to teleferico,No especificada,Zacatecas,Zacatecas,98000
227.863.617,-1.025.695.759,Boulevard Esther Zuno de Echeverría,No especificada,Zacatecas,Zacatecas,98024
2.278.289,-1.025.692.716,De los Corrales,No especificada,Zacatecas,Zacatecas,98024
227.869.703,-1.025.678.274,Calle Alfonso Corona del Rosal,No especificada,Zacatecas,Zacatecas,98024
227.844.985,-1.025.651.905,Privada de Alba,No especificada,Zacatecas,Zacatecas,98024
227.779.254,-1.025.730.476,Calle Segunda de los Bolos,No especificada,Zacatecas,Zacatecas,98000
22.776.327,-1.025.774.422,Calle del Grillo,No especificada,Zacatecas,Zacatecas,98000
227.771.377,-1.025.791.222,Calle Antonio Dovalí Jaime,No especificada,Zacatecas,Zacatecas,98000
227.622.842,-1.025.841.948,Avenida 5 Señores,No especificada,Zacatecas,Zacatecas,98053
227.692.626,-1.025.865.831,Calle Real de Minas,No especificada,Zacatecas,Zacatecas,98053
227.626.955,-1.025.915.947,Calle José Álvarez,No especificada,Zacatecas,Zacatecas,98053
227.621.871,-1.025.890.976,Calle Ignacio de La Llave,No especificada,Zacatecas,Zacatecas,98053
227.684.889,-1.025.928.899,Calle no registrada,No especificada,Zacatecas,Zacatecas,98053
227.625.311,-1.025.809.618,Nueva Celaya,No especificada,Zacatecas,Zacatecas,98090
227.663.657,-1.025.856.728,Calle no registrada,No especificada,Zacatecas,Zacatecas,98053
227.669.778,-1.025.932.449,Calle Francisco García Salinas,No especificada,Zacatecas,Zacatecas,98053
22.769.607,-1.025.920.163,Calle Francisco García Salinas,No especificada,Zacatecas,Zacatecas,98053
227.698.545,-1.025.926.148,Calle no registrada,No especificada,Zacatecas,Zacatecas,98053
227.621.082,-1.025.888.314,Calle Sebastián Lerdo de Tejada,No especificada,Zacatecas,Zacatecas,98053
227.732.976,-1.025.877.398,Nova,No especificada,Zacatecas,Zacatecas,98053
227.687.056,-1.025.831.334,Calle de la Chirimoya,No especificada,Zacatecas,Zacatecas,98053
227.617.113,-1.025.883.698,Calle Guelatao,No especificada,Zacatecas,Zacatecas,98053
227.684.344,-1.025.911.838,Calle José María Cos,No especificada,Zacatecas,Zacatecas,98053
227.649.665,-1.025.924.834,Calle Cerro Sombreretillo,No especificada,Zacatecas,Zacatecas,98053
227.639.947,-102.589.843,Calle Francisco García Salinas,No especificada,Zacatecas,Zacatecas,98053
227.598.289,-1.025.890.244,Calle 21 de Marzo,No especificada,Zacatecas,Zacatecas,98053
227.700.032,-1.025.847.884,Calle Mina Purísima,No especificada,Zacatecas,Zacatecas,98053
227.693.367,-1.025.845.676,Calle Mina La Valenciana,No especificada,Zacatecas,Zacatecas,98053
22.770.342,-102.585.772,Calle Mina Nuevo Mundo,No especificada,Zacatecas,Zacatecas,98053
227.632.562,-1.025.803.771,Nueva Celaya,No especificada,Zacatecas,Zacatecas,98090
227.625.087,-1.025.916.421,Calle José Álvarez,No especificada,Zacatecas,Zacatecas,98053
227.622.867,-1.025.868.084,Cerrada de Manuel Doblado,No especificada,Zacatecas,Zacatecas,98053
227.646.942,-102.587.371,Calle Plazuela de La Herradura,No especificada,Zacatecas,Zacatecas,98053
227.634.227,-1.025.905.205,Avenida Ferrocarril,No especificada,Zacatecas,Zacatecas,98053
227.669.028,-1.025.827.808,Calle Lomas del Capulín,No especificada,Zacatecas,Zacatecas,98053
227.681.792,-1.025.859.601,Calle Mina San Felipe,No especificada,Zacatecas,Zacatecas,98053
227.636.665,-102.586.906,Lomas de la Pimienta,No especificada,Zacatecas,Zacatecas,98053
227.697.394,-1.025.894.974,Calle Osa Mayor,No especificada,Zacatecas,Zacatecas,98053
227.636.626,-1.025.872.989,Lomas de la Pimienta,No especificada,Zacatecas,Zacatecas,98053
227.663.556,-1.025.829.203,Calle no registrada,No especificada,Zacatecas,Zacatecas,98053
22.763.842,-1.025.824.856,Avenida 5 Señores,No especificada,Zacatecas,Zacatecas,98053
227.670.834,-1.025.881.836,Calle Cerro de la Bufa,No especificada,Zacatecas,Zacatecas,98053
227.714.811,-1.025.892.431,Calzada Cnc,No especificada,Zacatecas,Zacatecas,98053
227.663.269,-1.025.913.621,Calle Miguel Ramos Arizpe,No especificada,Zacatecas,Zacatecas,98053
227.665.741,-1.025.946.062,Avenida Begonias,No especificada,Zacatecas,Zacatecas,98087
227.605.921,-1.025.856.006,Avenida 5 Señores,No especificada,Zacatecas,Zacatecas,98053
227.618.927,-1.025.872.792,Cerrada de Manuel Doblado,No especificada,Zacatecas,Zacatecas,98053
227.632.784,-1.025.840.485,Calle Peñoles,No especificada,Zacatecas,Zacatecas,98053
227.663.792,-102.589.188,Avenida Cerro del Padre,No especificada,Zacatecas,Zacatecas,98053
22.770.021,-1.025.895.763,Calle Osa Mayor,No especificada,Zacatecas,Zacatecas,98053
227.655.865,-1.025.840.663,Calle Hacienda de Majona,No especificada,Zacatecas,Zacatecas,98053
227.675.343,-1.025.832.556,Calle Lomas del Capulín,No especificada,Zacatecas,Zacatecas,98053
22.769.482,-1.025.942.517,Calle Leonard Euler,No especificada,Zacatecas,Zacatecas,98053
227.656.677,-1.025.920.063,Calle Valentín Gómez Farías,No especificada,Zacatecas,Zacatecas,98053
227.678.028,-1.025.953.558,Calle Bugambilia,No especificada,Zacatecas,Zacatecas,98087
227.637.371,-1.025.833.509,Avenida 5 Señores,No especificada,Zacatecas,Zacatecas,98053
22.762.285,-1.025.841.606,Avenida 5 Señores,No especificada,Zacatecas,Zacatecas,98053
227.626.138,-1.025.810.596,Nueva Celaya,No especificada,Zacatecas,Zacatecas,98090
227.521.487,-1.025.881.785,Calle Arturo Romo Gutiérrez,No especificada,Zacatecas,Zacatecas,98085
227.560.407,-1.025.900.142,Calle Lago La Encantada,No especificada,Zacatecas,Zacatecas,98087
227.585.583,-1.025.803.569,Calle del Bosque,No especificada,Zacatecas,Zacatecas,98090
227.548.601,-1.025.914.514,Calle Lago La Encantada,No especificada,Zacatecas,Zacatecas,98087
227.598.507,-102.572.951,Calle Pedro Ramírez Vázquez,No especificada,Zacatecas,Zacatecas,98090
227.592.996,-1.025.822.697,Paseo La Encantada,No especificada,Zacatecas,Zacatecas,98090
227.557.552,-1.025.821.869,Calle del Zoológico,No especificada,Zacatecas,Zacatecas,98090
227.537.964,-1.025.888.217,Calle Lago La Encantada,No especificada,Zacatecas,Zacatecas,98085
227.587.574,-1.025.792.029,Calle del Bosque,No especificada,Zacatecas,Zacatecas,98090
227.587.607,-1.025.837.202,Calle Cuauhtémoc,No especificada,Zacatecas,Zacatecas,98090
227.572.993,-1.025.812.665,Paseo La Encantada,No especificada,Zacatecas,Zacatecas,98090
227.581.513,-1.025.748.243,Calle Manuel López de la Vega,No especificada,Zacatecas,Zacatecas,98090
227.568.796,-1.025.741.499,Calle Cristóbal de Oñate,No especificada,Zacatecas,Zacatecas,98090
227.575.862,-1.025.769.776,Calle Fotón,No especificada,Zacatecas,Zacatecas,98090
227.550.173,-1.025.883.451,Calle Lago Catemaco,No especificada,Zacatecas,Zacatecas,98085
227.593.549,-1.025.827.438,Paseo La Encantada,No especificada,Zacatecas,Zacatecas,98090
227.534.094,-1.025.870.178,Cerrada de Chapala,No especificada,Zacatecas,Zacatecas,98085
227.588.844,-1.025.734.262,Calzada Jesús Reyes Heroles,No especificada,Zacatecas,Zacatecas,98090
227.534.053,-1.025.818.023,Calle Tránsito Pesado,No especificada,Zacatecas,Zacatecas,98085
22.756.347,-1.025.823.208,Calle del Zoológico,No especificada,Zacatecas,Zacatecas,98090
227.590.037,-1.025.840.519,Calle José Minero Roque,No especificada,Zacatecas,Zacatecas,98053
227.547.294,-1.025.761.989,Calle Cedro,No especificada,Zacatecas,Zacatecas,98090
227.613.967,-1.025.804.866,Avenida Obrero Mundial,No especificada,Zacatecas,Zacatecas,98090
227.594.568,-1.025.769.249,Calle Ingeniero Manuel Rodríguez,No especificada,Zacatecas,Zacatecas,98090
227.602.611,-1.025.822.462,Paseo La Encantada,No especificada,Zacatecas,Zacatecas,98090
227.569.326,-1.025.704.963,Calle Alfonso Medina Castañeda,No especificada,Zacatecas,Zacatecas,98090
227.572.238,-1.025.643.999,Gladiolas,No especificada,Zacatecas,Zacatecas,98090
227.572,-1.025.880.518,Calle Lago Chairel,No especificada,Zacatecas,Zacatecas,98085
227.590.123,-1.025.754.495,Calle Ingeniero Manuel Rodríguez,No especificada,Zacatecas,Zacatecas,98090
227.590.108,-1.025.755.385,Calle Ingeniero Manuel Rodríguez,No especificada,Zacatecas,Zacatecas,98090
227.579.471,-1.025.816.842,Paseo La Encantada,No especificada,Zacatecas,Zacatecas,98090
227.559.484,-1.025.890.591,Calle Xochimilco,No especificada,Zacatecas,Zacatecas,98085
227.549.142,-1.025.904.342,Calle Lago La Encantada,No especificada,Zacatecas,Zacatecas,98087
227.577.278,-1.025.681.463,Calle Manuel Méndez Muñoz,No especificada,Zacatecas,Zacatecas,98090
227.523.723,-1.025.822.794,Calle Tránsito Pesado,No especificada,Zacatecas,Zacatecas,98085
227.544.011,-1.025.863.492,Avenida Lago de Chapala,No especificada,Zacatecas,Zacatecas,98085
227.588.956,-1.025.647.085,Gardenias,No especificada,Zacatecas,Zacatecas,98068
227.593.891,-1.025.839.624,Calle José Minero Roque,No especificada,Zacatecas,Zacatecas,98053
227.585.198,-1.025.696.623,Calle Guillermo Aguilera Cabrera,No especificada,Zacatecas,Zacatecas,98090
227.573.035,-1.025.643.073,Gladiolas,No especificada,Zacatecas,Zacatecas,98068
22.757.288,-1.025.627.601,Retorno Manantial,No especificada,Zacatecas,Zacatecas,98068
22.760.174,-1.025.735.882,Calle 17 de Octubre,No especificada,Zacatecas,Zacatecas,98090
227.564.625,-1.025.745.154,Juan de Tolosa,No especificada,Zacatecas,Zacatecas,98090
227.542.465,-102.584.089,Calle Camino a la Encantada,No especificada,Zacatecas,Zacatecas,98085
227.558.774,-1.025.851.249,Calle Camino a la Encantada,No especificada,Zacatecas,Zacatecas,98085
227.595.773,-1.025.832.805,Calle José Minero Roque,No especificada,Zacatecas,Zacatecas,98053
227.564.874,-1.025.713.735,Calle no registrada,No especificada,Zacatecas,Zacatecas,98090
227.568.979,-1.025.743.732,Juan de Tolosa,No especificada,Zacatecas,Zacatecas,98090
227.572.966,-1.025.816.465,Paseo La Encantada,No especificada,Zacatecas,Zacatecas,98090
227.556.929,-1.025.832.406,Calle del Zoológico,No especificada,Zacatecas,Zacatecas,98090
227.445.812,-1.025.883.357,Calle Sierra Parnaso,No especificada,Zacatecas,Zacatecas,98085
227.415.746,-102.595.837,Calle no registrada,No especificada,Zacatecas,Zacatecas,98085
227.389.886,-1.026.042.219,Calle no registrada,No especificada,Zacatecas,Zacatecas,98087
227.423.502,-1.025.923.419,Calle Cerro del Cuatro,No especificada,Zacatecas,Zacatecas,98085
22.745.322,-1.026.016.897,Calle Bosque Bosnio,No especificada,Zacatecas,Zacatecas,98087
227.492.945,-1.025.821.266,Avenida Cerro del Padre,No especificada,Zacatecas,Zacatecas,98085
227.462.048,-1.025.870.068,Calle no registrada,No especificada,Zacatecas,Zacatecas,98085
227.390.075,-1.025.867.648,Avenida Misioneros,No especificada,Zacatecas,Zacatecas,98085
227.499.526,-1.025.863.483,Avenida Cerro Del Padre,No especificada,Zacatecas,Zacatecas,98085
227.505.038,-1.025.856.252,Calle Sierra Chapultepec,No especificada,Zacatecas,Zacatecas,98085
227.456.012,-1.025.922.301,Calle Mesa San Lucas,No especificada,Zacatecas,Zacatecas,98085
22.738.757,-102.602.464,Calle Monte Samore,No especificada,Zacatecas,Zacatecas,98087
227.430.778,-1.026.009.496,Calle Los Encinos,No especificada,Zacatecas,Zacatecas,98087
227.479.166,-1.025.965.739,Calle no registrada,No especificada,Zacatecas,Zacatecas,98087
227.460.372,-1.025.980.162,Calle Bosque Bruselas,No especificada,Zacatecas,Zacatecas,98087
227.485.926,-1.025.824.418,Calle Cerro del Grillo,No especificada,Zacatecas,Zacatecas,98085
22.738.189,-1.025.915.941,Calle Cristo Rey,No especificada,Zacatecas,Zacatecas,98085
227.394.233,-102.596.209,Calle no registrada,No especificada,Zacatecas,Zacatecas,98085
227.375.979,-1.025.815.925,Calle no registrada,No especificada,Zacatecas,Zacatecas,98085
227.364.852,-1.025.850.222,Calle no registrada,No especificada,Zacatecas,Zacatecas,98085
227.384.029,-1.025.911.062,Calle del Refugio,No especificada,Zacatecas,Zacatecas,98085
